,Unnamed: 0,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,lemmas
322,928,1.3373797198729748e+18,"Now it turns out that my phone call to the President of Ukraine, which many, including me, have called “perfect”, was even better than that. I predicted Biden corruption, said to call the A.G., who perhaps knew of the corruption during the impeachment hoax?",False,False,199224,38370,2020-12-11,"Now it turns out that my phone call to the President of Ukraine, which many, including me, have called “perfect”, was even better than that. I predicted Biden corruption, said to call the A.G., who perhaps knew of the corruption during the impeachment hoax?","['now', 'it', 'turn', 'out', 'that', 'my', 'phone', 'call', 'to', 'the', 'president', 'of', 'ukraine', ',', 'which', 'many', ',', 'include', 'i', ',', 'have', 'call', '""', 'perfect', '""', ',', 'be', 'even', 'well', 'than', 'that', '.', 'i', 'predict', 'biden', 'corruption', ',', 'say', 'to', 'call', 'the', 'a.g.', ',', 'who', 'perhaps', 'know', 'of', 'the', 'corruption', 'during', 'the', 'impeachment', 'hoax', '?']"
330,956,1.3376293069195387e+18,"....that, after careful study and consideration, think you got “screwed”, something which will hurt them also. Many others likewise join the suit but, within a flash, it is thrown out and gone, without even looking at the many reasons it was brought. A Rigged Election, fight on!",False,False,166792,29390,2020-12-12,"....that, after careful study and consideration, think you got “screwed”, something which will hurt them also. Many others likewise join the suit but, within a flash, it is thrown out and gone, without even looking at the many reasons it was brought. A Rigged Election, fight on!","['....', 'that', ',', 'after', 'careful', 'study', 'and', 'consideration', ',', 'think', 'you', 'get', '""', 'screw', '""', ',', 'something', 'which', 'will', 'hurt', 'they', 'also', '.', 'many', 'other', 'likewise', 'join', 'the', 'suit', 'but', ',', 'within', 'a', 'flash', ',', 'it', 'be', 'throw', 'out', 'and', 'go', ',', 'without', 'even', 'look', 'at', 'the', 'many', 'reason', 'it', 'be', 'bring', '.', 'a', 'rigged', 'election', ',', 'fight', 'on', '!']"
334,966,1.3377435162949345e+18,"“Justices Alito and Thomas say they would have allowed Texas to proceed with its election lawsuit.” @seanhannity  This is a great and disgraceful miscarriage of justice. The people of the United States were cheated, and our Country disgraced. Never even given our day in Court!",False,False,139746,30818,2020-12-12,"“Justices Alito and Thomas say they would have allowed Texas to proceed with its election lawsuit.” This is a great and disgraceful miscarriage of justice. The people of the United States were cheated, and our Country disgraced. Never even given our day in Court!","['""', 'justice', 'alito', 'and', 'thomas', 'say', 'they', 'would', 'have', 'allow', 'texas', 'to', 'proceed', 'with', 'its', 'election', 'lawsuit', '.', '""', 'this', 'be', 'a', 'great', 'and', 'disgraceful', 'miscarriage', 'of', 'justice', '.', 'the', 'people', 'of', 'the', 'united', 'states', 'be', 'cheat', ',', 'and', 'our', 'country', 'disgrace', '.', 'never', 'even', 'give', 'our', 'day', 'in', 'court', '!']"
335,968,1.3377452685912596e+18,"I WON THE ELECTION IN A LANDSLIDE, but remember, I only think in terms of legal votes, not all of the fake voters and fraud that miraculously floated in from everywhere! What a disgrace!",False,False,349044,66657,2020-12-12,"I WON THE ELECTION IN A LANDSLIDE, but remember, I only think in terms of legal votes, not all of the fake voters and fraud that miraculously floated in from everywhere! What a disgrace!","['i', 'won', 'the', 'election', 'in', 'a', 'landslide', ',', 'but', 'remember', ',', 'i', 'only', 'think', 'in', 'term', 'of', 'legal', 'vote', ',', 'not', 'all', 'of', 'the', 'fake', 'voter', 'and', 'fraud', 'that', 'miraculously', 'float', 'in', 'from', 'everywhere', '!', 'what', 'a', 'disgrace', '!']"
336,971,1.3377490207065498e+18,"Who is a worse governor, @BrianKempGA of Georgia or @dougducey of Arizona??? These are two RINO Republicans who fought against me and the Republican Party harder than any Democrat. They allowed states that I won easily to be stolen. Never forget, vote them out of office!",False,False,170521,38125,2020-12-12,"Who is a worse governor, of Georgia or of Arizona??? These are two RINO Republicans who fought against me and the Republican Party harder than any Democrat. They allowed states that I won easily to be stolen. Never forget, vote them out of office!","['who', 'be', 'a', 'bad', 'governor', ',', 'of', 'georgia', 'or', 'of', 'arizona', '?', '?', '?', 'these', 'be', 'two', 'rino', 'republicans', 'who', 'fight', 'against', 'i', 'and', 'the', 'republican', 'party', 'hard', 'than', 'any', 'democrat', '.', 'they', 'allow', 'state', 'that', 'i', 'win', 'easily', 'to', 'be', 'steal', '.', 'never', 'forget', ',', 'vote', 'they', 'out', 'of', 'office', '!']"
341,985,1.337774011376341e+18,"Wow! Thousands of people forming in Washington (D.C.) for Stop the Steal. Didn’t know about this, but I’ll be seeing them! #MAGA",False,False,358667,62252,2020-12-12,"Wow! Thousands of people forming in Washington (D.C.) for Stop the Steal. Didn’t know about this, but I’ll be seeing them! MAGA","['wow', '!', 'thousand', 'of', 'people', 'form', 'in', 'washington', '(', 'd.c.', ')', 'for', 'stop', 'the', 'steal', '.', 'do', 'not', 'know', 'about', 'this', ',', 'but', 'i', '’ll', 'be', 'see', 'they', '!', 'maga']"
342,988,1.3377904198753526e+18,"The Supreme Court had ZERO interest in the merits of the greatest voter fraud ever perpetrated on the United States of America. All they were interested in is “standing”, which makes it very difficult for the President to present a case on the merits. 75,000,000 votes!",False,False,274436,58999,2020-12-12,"The Supreme Court had ZERO interest in the merits of the greatest voter fraud ever perpetrated on the United States of America. All they were interested in is “standing”, which makes it very difficult for the President to present a case on the merits. 75,000,000 votes!","['the', 'supreme', 'court', 'have', 'zero', 'interest', 'in', 'the', 'merit', 'of', 'the', 'great', 'voter', 'fraud', 'ever', 'perpetrate', 'on', 'the', 'united', 'states', 'of', 'america', '.', 'all', 'they', 'be', 'interested', 'in', 'be', '""', 'stand', '""', ',', 'which', 'make', 'it', 'very', 'difficult', 'for', 'the', 'president', 'to', 'present', 'a', 'case', 'on', 'the', 'merit', '.', '75,000,000', 'vote', '!']"
344,997,1.3381454797256335e+18,How do states and politicians confirm an election where corruption and irregularities are documented throughout? A Swing State hustle!,False,False,249426,45749,2020-12-13,How do states and politicians confirm an election where corruption and irregularities are documented throughout? A Swing State hustle!,"['how', 'do', 'state', 'and', 'politician', 'confirm', 'an', 'election', 'where', 'corruption', 'and', 'irregularity', 'be', 'document', 'throughout', '?', 'a', 'swing', 'state', 'hustle', '!']"
345,1000,1.338145849784873e+18,MOST CORRUPT ELECTION IN U.S. HISTORY!,False,False,549796,90856,2020-12-13,MOST CORRUPT ELECTION IN U.S. HISTORY!,"['most', 'corrupt', 'election', 'in', 'u.s.', 'history', '!']"
348,1005,1.3382461633680466e+18,"The RINOS that run the state voting apparatus have caused us this problem of allowing the Democrats to so blatantly cheat in their attempt to steal the election, which we won overwhelmingly. How dare they allow this massive and ridiculous Mail-In Voting to occur...",False,False,171587,35988,2020-12-13,"The RINOS that run the state voting apparatus have caused us this problem of allowing the Democrats to so blatantly cheat in their attempt to steal the election, which we won overwhelmingly. How dare they allow this massive and ridiculous Mail-In Voting to occur...","['the', 'rinos', 'that', 'run', 'the', 'state', 'voting', 'apparatus', 'have', 'cause', 'we', 'this', 'problem', 'of', 'allow', 'the', 'democrats', 'to', 'so', 'blatantly', 'cheat', 'in', 'their', 'attempt', 'to', 'steal', 'the', 'election', ',', 'which', 'we', 'win', 'overwhelmingly', '.', 'how', 'dare', 'they', 'allow', 'this', 'massive', 'and', 'ridiculous', 'mail', '-', 'in', 'voting', 'to', 'occur', '...']"
349,1009,1.3382464031649546e+18,"The fact that the Supreme Court wouldn’t find standing in an original jurisdiction matter between multiple states, and including the President of the States, is absurd. It is enumerated in the Constitution...",False,False,210483,38618,2020-12-13,"The fact that the Supreme Court wouldn’t find standing in an original jurisdiction matter between multiple states, and including the President of the States, is absurd. It is enumerated in the Constitution...","['the', 'fact', 'that', 'the', 'supreme', 'court', 'would', 'not', 'find', 'stand', 'in', 'an', 'original', 'jurisdiction', 'matter', 'between', 'multiple', 'state', ',', 'and', 'include', 'the', 'president', 'of', 'the', 'states', ',', 'be', 'absurd', '.', 'it', 'be', 'enumerate', 'in', 'the', 'constitution', '...']"
351,1014,1.3382547870207877e+18,".....and many others voted illegally. Also, machine “glitches” (another word for FRAUD), ballot harvesting, non-resident voters, fake ballots, “stuffing the ballot box”, votes for pay, roughed up Republican Poll Watchers, and sometimes even more votes than people voting, took....",False,False,156467,31232,2020-12-13,".....and many others voted illegally. Also, machine “glitches” (another word for FRAUD), ballot harvesting, non-resident voters, fake ballots, “stuffing the ballot box”, votes for pay, roughed up Republican Poll Watchers, and sometimes even more votes than people voting, took....","['.....', 'and', 'many', 'other', 'vote', 'illegally', '.', 'also', ',', 'machine', '""', 'glitch', '""', '(', 'another', 'word', 'for', 'fraud', ')', ',', 'ballot', 'harvesting', ',', 'non', '-', 'resident', 'voter', ',', 'fake', 'ballot', ',', '""', 'stuff', 'the', 'ballot', 'box', '""', ',', 'vote', 'for', 'pay', ',', 'rough', 'up', 'republican', 'poll', 'watchers', ',', 'and', 'sometimes', 'even', 'more', 'vote', 'than', 'people', 'vote', ',', 'take', '....']"
352,1016,1.338254785666044e+18,"Swing States that have found massive VOTER FRAUD, which is all of them, CANNOT LEGALLY CERTIFY these votes as complete & correct without committing a severely punishable crime. Everybody knows that dead people, below age people, illegal immigrants, fake signatures, prisoners,....",False,False,245205,60394,2020-12-13,"Swing States that have found massive VOTER FRAUD, which is all of them, CANNOT LEGALLY CERTIFY these votes as complete & correct without committing a severely punishable crime. Everybody knows that dead people, below age people, illegal immigrants, fake signatures, prisoners,....","['swing', 'states', 'that', 'have', 'find', 'massive', 'voter', 'fraud', ',', 'which', 'be', 'all', 'of', 'they', ',', 'cannot', 'legally', 'certify', 'these', 'vote', 'as', 'complete', '&', 'correct', 'without', 'commit', 'a', 'severely', 'punishable', 'crime', '.', 'everybody', 'know', 'that', 'dead', 'people', ',', 'below', 'age', 'people', ',', 'illegal', 'immigrant', ',', 'fake', 'signature', ',', 'prisoner', ',', '....']"
355,1032,1.3384832000463544e+18,"“Why did the Swing States stop counting in the middle of the night?” @MariaBartiromo Because they waited to find out how many ballots they had to produce in order to steal the Rigged Election. They were so far behind that they needed time, & a fake “water main break”, to recover!",False,False,269237,62408,2020-12-14,"“Why did the Swing States stop counting in the middle of the night?” Because they waited to find out how many ballots they had to produce in order to steal the Rigged Election. They were so far behind that they needed time, & a fake “water main break”, to recover!","['""', 'why', 'do', 'the', 'swing', 'state', 'stop', 'count', 'in', 'the', 'middle', 'of', 'the', 'night', '?', '""', 'because', 'they', 'wait', 'to', 'find', 'out', 'how', 'many', 'ballot', 'they', 'have', 'to', 'produce', 'in', 'order', 'to', 'steal', 'the', 'rigged', 'election', '.', 'they', 'be', 'so', 'far', 'behind', 'that', 'they', 'need', 'time', ',', '&', 'a', 'fake', '""', 'water', 'main', 'break', '""', ',', 'to', 'recover', '!']"
356,1036,1.3385742681546465e+18,WOW. This report shows massive fraud. Election changing result! https://t.co/dFT3sRpUY5,False,False,232233,56763,2020-12-14,WOW. This report shows massive fraud. Election changing result!,"['wow', '.', 'this', 'report', 'show', 'massive', 'fraud', '.', 'election', 'change', 'result', '!']"
360,1054,1.3388718623156677e+18,Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!,False,False,412404,81186,2020-12-15,Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!,"['tremendous', 'evidence', 'pour', 'in', 'on', 'voter', 'fraud', '.', 'there', 'have', 'never', 'be', 'anything', 'like', 'this', 'in', 'our', 'country', '!']"
362,1058,1.3390138232824996e+18,Because of corruption or because I won despite corruption? https://t.co/6yoazp4WOm,False,False,151739,29433,2020-12-16,Because of corruption or because I won despite corruption?,"['because', 'of', 'corruption', 'or', 'because', 'i', 'win', 'despite', 'corruption', '?']"
363,1062,1.3390713509007237e+18,Poll: 92% of Republican Voters think the election was rigged!,False,False,457695,68430,2020-12-16,Poll: 92% of Republican Voters think the election was rigged!,"['poll', ':', '92', '%', 'of', 'republican', 'voters', 'think', 'the', 'election', 'be', 'rig', '!']"
366,1077,1.3391988672759808e+18,"Can’t believe how badly @FoxNews is doing in the ratings. They played right into the hands of the Radical Left Democrats, & now are floating in limboland. Hiring fired @donnabraziIe, and far worse, allowing endless negative and unedited commercials. @FoxNews is dead. Really Sad!",False,False,222800,39165,2020-12-16,"Can’t believe how badly is doing in the ratings. They played right into the hands of the Radical Left Democrats, & now are floating in limboland. Hiring fired , and far worse, allowing endless negative and unedited commercials. is dead. Really Sad!","['can', 'not', 'believe', 'how', 'badly', 'be', 'do', 'in', 'the', 'rating', '.', 'they', 'play', 'right', 'into', 'the', 'hand', 'of', 'the', 'radical', 'left', 'democrats', ',', '&', 'now', 'be', 'float', 'in', 'limboland', '.', 'hiring', 'fire', ',', 'and', 'far', 'worse', ',', 'allow', 'endless', 'negative', 'and', 'unedited', 'commercial', '.', 'be', 'dead', '.', 'really', 'sad', '!']"
367,1078,1.3392254655848407e+18,"Perhaps the biggest difference between 2016 and 2020 is @FoxNews, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!",False,False,258927,53928,2020-12-16,"Perhaps the biggest difference between 2016 and 2020 is , despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","['perhaps', 'the', 'big', 'difference', 'between', '2016', 'and', '2020', 'be', ',', 'despite', 'the', 'fact', 'that', 'i', 'go', 'from', '63,000,000', 'vote', 'to', '75,000,000', 'vote', ',', 'a', 'record', '12,000,000', 'vote', 'increase', '.', 'obama', 'go', 'down', '3,000,000', 'vote', ',', 'and', 'win', '.', 'rig', 'election', '!', '!', '!']"
368,1081,1.3392758598411346e+18,"Senate Hearings going on LIVE @OANN, as to the Fraudulent 2020 Election that just took place. @SenRonJohnson doing an excellent job. Nevada must be flipped based on testimony!",False,False,179518,38198,2020-12-16,"Senate Hearings going on LIVE , as to the Fraudulent 2020 Election that just took place. doing an excellent job. Nevada must be flipped based on testimony!","['senate', 'hearings', 'go', 'on', 'live', ',', 'as', 'to', 'the', 'fraudulent', '2020', 'election', 'that', 'just', 'take', 'place', '.', 'do', 'an', 'excellent', 'job', '.', 'nevada', 'must', 'be', 'flip', 'base', 'on', 'testimony', '!']"
370,1085,1.3392819504906977e+18,"Chris Krebs was totally excoriated and proven wrong at the Senate Hearing on the Fraudulent 2020 Election. Massive FRAUD took place with machines, people voting from out of state, illegals, dead people, no signatures—and so much more!",False,False,222413,52018,2020-12-16,"Chris Krebs was totally excoriated and proven wrong at the Senate Hearing on the Fraudulent 2020 Election. Massive FRAUD took place with machines, people voting from out of state, illegals, dead people, no signatures—and so much more!","['chris', 'krebs', 'be', 'totally', 'excoriate', 'and', 'prove', 'wrong', 'at', 'the', 'senate', 'hearing', 'on', 'the', 'fraudulent', '2020', 'election', '.', 'massive', 'fraud', 'take', 'place', 'with', 'machine', ',', 'people', 'vote', 'from', 'out', 'of', 'state', ',', 'illegal', ',', 'dead', 'people', ',', 'no', 'signature', '—', 'and', 'so', 'much', 'more', '!']"
371,1091,1.3394538189967278e+18,“Michigan fraud witness totally debunks Dominion CEO.” @OANN  It was brutal!,False,False,258161,55580,2020-12-17,“Michigan fraud witness totally debunks Dominion CEO.” It was brutal!,"['""', 'michigan', 'fraud', 'witness', 'totally', 'debunk', 'dominion', 'ceo', '.', '""', 'it', 'be', 'brutal', '!']"
374,1106,1.339709639584338e+18,Democrats would never put up with a Presidential Election stolen by the Republicans!,False,False,353935,61718,2020-12-17,Democrats would never put up with a Presidential Election stolen by the Republicans!,"['democrats', 'would', 'never', 'put', 'up', 'with', 'a', 'presidential', 'election', 'steal', 'by', 'the', 'republicans', '!']"
377,1112,1.3397592892343173e+18,We won Wisconsin big. They rigged the vote! https://t.co/TRBRmBiMtv,False,False,176441,39174,2020-12-18,We won Wisconsin big. They rigged the vote!,"['we', 'win', 'wisconsin', 'big', '.', 'they', 'rig', 'the', 'vote', '!']"
379,1114,1.3234247229111706e+18,A vote for Joe Biden is a vote to extinguish and eradicate your state’s auto industry. Biden is a corrupt politician who SOLD OUT Michigan to CHINA. Biden is the living embodiment of the decrepit and depraved political class that got rich bleeding America Dry!,False,False,111115,22863,2020-11-03,A vote for Joe Biden is a vote to extinguish and eradicate your state’s auto industry. Biden is a corrupt politician who SOLD OUT Michigan to CHINA. Biden is the living embodiment of the decrepit and depraved political class that got rich bleeding America Dry!,"['a', 'vote', 'for', 'joe', 'biden', 'be', 'a', 'vote', 'to', 'extinguish', 'and', 'eradicate', 'your', 'state', '’s', 'auto', 'industry', '.', 'biden', 'be', 'a', 'corrupt', 'politician', 'who', 'sell', 'out', 'michigan', 'to', 'china', '.', 'biden', 'be', 'the', 'live', 'embodiment', 'of', 'the', 'decrepit', 'and', 'deprave', 'political', 'class', 'that', 'get', 'rich', 'bleed', 'america', 'dry', '!']"
381,1116,1.3234255129335237e+18,"Over the next 4 years, we will teach our children to love our Country, honor our history, and always respect our great American Flag—and with God’s help, we will defend the right to life, religious liberty, and the right to KEEP AND BEAR ARMS! https://t.co/gsFSghkmdM",False,False,75419,16425,2020-11-03,"Over the next 4 years, we will teach our children to love our Country, honor our history, and always respect our great American Flag—and with God’s help, we will defend the right to life, religious liberty, and the right to KEEP AND BEAR ARMS!","['over', 'the', 'next', '4', 'year', ',', 'we', 'will', 'teach', 'our', 'child', 'to', 'love', 'our', 'country', ',', 'honor', 'our', 'history', ',', 'and', 'always', 'respect', 'our', 'great', 'american', 'flag', '—', 'and', 'with', 'god', '’s', 'help', ',', 'we', 'will', 'defend', 'the', 'right', 'to', 'life', ',', 'religious', 'liberty', ',', 'and', 'the', 'right', 'to', 'keep', 'and', 'bear', 'arms', '!']"
384,1120,1.323430341512622e+18,The Supreme Court decision on voting in Pennsylvania is a VERY dangerous one. It will allow rampant and unchecked cheating and will undermine our entire systems of laws. It will also induce violence in the streets. Something must be done!,False,False,0,0,2020-11-03,The Supreme Court decision on voting in Pennsylvania is a VERY dangerous one. It will allow rant and unchecked cheating and will undermine our entire systems of laws. It will also induce violence in the streets. Something must be done!,"['the', 'supreme', 'court', 'decision', 'on', 'voting', 'in', 'pennsylvania', 'be', 'a', 'very', 'dangerous', 'one', '.', 'it', 'will', 'allow', 'rant', 'and', 'unchecked', 'cheating', 'and', 'will', 'undermine', 'our', 'entire', 'system', 'of', 'law', '.', 'it', 'will', 'also', 'induce', 'violence', 'in', 'the', 'street', '.', 'something', 'must', 'be', 'do', '!']"
396,1145,1.3401857732205158e+18,"Peter Navarro releases 36-page report alleging election fraud 'more than sufficient' to swing victory to Trump https://t.co/D8KrMHnFdK. A great report by Peter. Statistically impossible to have lost the 2020 Election. Big protest in D.C. on January 6th. Be there, will be wild!",False,False,218392,67211,2020-12-19,"Peter Navarro releases 36-page report alleging election fraud 'more than sufficient' to swing victory to Trump A great report by Peter. Statistically impossible to have lost the 2020 Election. Big protest in D.C. on January 6th. Be there, will be wild!","['peter', 'navarro', 'release', '36', '-', 'page', 'report', 'allege', 'election', 'fraud', ""'"", 'more', 'than', 'sufficient', ""'"", 'to', 'swing', 'victory', 'to', 'trump', 'a', 'great', 'report', 'by', 'peter', '.', 'statistically', 'impossible', 'to', 'have', 'lose', 'the', '2020', 'election', '.', 'big', 'protest', 'in', 'd.c.', 'on', 'january', '6th', '.', 'be', 'there', ',', 'will', 'be', 'wild', '!']"
399,1201,1.3418853941246075e+18,"After seeing the massive Voter Fraud in the 2020 Presidential Election, I disagree with anyone that thinks a strong, fast, and fair Special Counsel is not needed, IMMEDIATELY. This was the most corrupt election in the history of our Country, and it must be closely examined!",False,False,328025,87025,2020-12-23,"After seeing the massive Voter Fraud in the 2020 Presidential Election, I disagree with anyone that thinks a strong, fast, and fair Special Counsel is not needed, IMMEDIATELY. This was the most corrupt election in the history of our Country, and it must be closely examined!","['after', 'see', 'the', 'massive', 'voter', 'fraud', 'in', 'the', '2020', 'presidential', 'election', ',', 'i', 'disagree', 'with', 'anyone', 'that', 'think', 'a', 'strong', ',', 'fast', ',', 'and', 'fair', 'special', 'counsel', 'be', 'not', 'need', ',', 'immediately', '.', 'this', 'be', 'the', 'most', 'corrupt', 'election', 'in', 'the', 'history', 'of', 'our', 'country', ',', 'and', 'it', 'must', 'be', 'closely', 'examine', '!']"
400,1202,1.3403061540318577e+18,"He didn’t win the Election. He lost all 6 Swing States, by a lot. They then dumped hundreds of thousands of votes in each one, and got caught. Now Republican politicians have to fight so that their great victory is not stolen. Don’t be weak fools! https://t.co/d9Bgu8XPIj",False,False,225840,64973,2020-12-19,"He didn’t win the Election. He lost all 6 Swing States, by a lot. They then dumped hundreds of thousands of votes in each one, and got caught. Now Republican politicians have to fight so that their great victory is not stolen. Don’t be weak fools!","['he', 'do', 'not', 'win', 'the', 'election', '.', 'he', 'lose', 'all', '6', 'swing', 'states', ',', 'by', 'a', 'lot', '.', 'they', 'then', 'dump', 'hundred', 'of', 'thousand', 'of', 'vote', 'in', 'each', 'one', ',', 'and', 'get', 'catch', '.', 'now', 'republican', 'politician', 'have', 'to', 'fight', 'so', 'that', 'their', 'great', 'victory', 'be', 'not', 'steal', '.', 'do', 'not', 'be', 'weak', 'fool', '!']"
401,1203,1.3403336192991478e+18,"....discussing the possibility that it may be China (it may!). There could also have been a hit on our ridiculous voting machines during the election, which is now obvious that I won big, making it an even more corrupted embarrassment for the USA. @DNI_Ratcliffe @SecPompeo",False,False,180086,43970,2020-12-19,"....discussing the possibility that it may be China (it may!). There could also have been a hit on our ridiculous voting machines during the election, which is now obvious that I won big, making it an even more corrupted embarrassment for the USA.  Ratcliffe","['....', 'discuss', 'the', 'possibility', 'that', 'it', 'may', 'be', 'china', '(', 'it', 'may', '!', ')', '.', 'there', 'could', 'also', 'have', 'be', 'a', 'hit', 'on', 'our', 'ridiculous', 'voting', 'machine', 'during', 'the', 'election', ',', 'which', 'be', 'now', 'obvious', 'that', 'i', 'win', 'big', ',', 'make', 'it', 'an', 'even', 'more', 'corrupted', 'embarrassment', 'for', 'the', 'usa', '.', ' ', 'ratcliffe']"
403,1208,1.3238637878254387e+18,"We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Poles are closed!",False,False,37660,9797,2020-11-04,"We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Poles are closed!","['we', 'be', 'up', 'big', ',', 'but', 'they', 'be', 'try', 'to', 'steal', 'the', 'election', '.', 'we', 'will', 'never', 'let', 'they', 'do', 'it', '.', 'vote', 'can', 'not', 'be', 'cast', 'after', 'the', 'poles', 'be', 'close', '!']"
405,1213,1.323864823680127e+18,"We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Polls are closed!",False,False,0,0,2020-11-04,"We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Polls are closed!","['we', 'be', 'up', 'big', ',', 'but', 'they', 'be', 'try', 'to', 'steal', 'the', 'election', '.', 'we', 'will', 'never', 'let', 'they', 'do', 'it', '.', 'vote', 'can', 'not', 'be', 'cast', 'after', 'the', 'poll', 'be', 'closed', '!']"
406,1215,1.342209260026024e+18,"At a meeting in Florida today, everyone was asking why aren’t the Republicans up in arms & fighting over the fact that the Democrats stole the rigged presidential election? Especially in the Senate, they said, where you helped 8 Senators win their races. How quickly they forget!",False,False,212920,50004,2020-12-24,"At a meeting in Florida today, everyone was asking why aren’t the Republicans up in arms & fighting over the fact that the Democrats stole the rigged presidential election? Especially in the Senate, they said, where you helped 8 Senators win their races. How quickly they forget!","['at', 'a', 'meeting', 'in', 'florida', 'today', ',', 'everyone', 'be', 'ask', 'why', 'be', 'not', 'the', 'republicans', 'up', 'in', 'arm', '&', 'fighting', 'over', 'the', 'fact', 'that', 'the', 'democrats', 'steal', 'the', 'rig', 'presidential', 'election', '?', 'especially', 'in', 'the', 'senate', ',', 'they', 'say', ',', 'where', 'you', 'help', '8', 'senator', 'win', 'their', 'race', '.', 'how', 'quickly', 'they', 'forget', '!']"
407,1216,1.342212340436136e+18,"Maria’s show and ratings are better than ever. They are trying to shame her into not telling the truth. Her audience would be gone, and she is far too smart for that. Rigged Election! https://t.co/g3AyaOx3dv",False,False,141039,34335,2020-12-24,"Maria’s show and ratings are better than ever. They are trying to shame her into not telling the truth. Her audience would be gone, and she is far too smart for that. Rigged Election!","['maria', '’s', 'show', 'and', 'rating', 'be', 'well', 'than', 'ever', '.', 'they', 'be', 'try', 'to', 'shame', 'she', 'into', 'not', 'tell', 'the', 'truth', '.', 'her', 'audience', 'would', 'be', 'go', ',', 'and', 'she', 'be', 'far', 'too', 'smart', 'for', 'that', '.', 'rig', 'election', '!']"
410,1219,1.3422126514479675e+18,"VOTER FRAUD IS NOT A CONSPIRACY THEORY, IT IS A FACT!!!",False,False,488735,109890,2020-12-24,"VOTER FRAUD IS NOT A CONSPIRACY THEORY, IT IS A FACT!!!","['voter', 'fraud', 'be', 'not', 'a', 'conspiracy', 'theory', ',', 'it', 'be', 'a', 'fact', '!', '!', '!']"
412,1223,1.342245390540804e+18,"I saved at least 8 Republican Senators, including Mitch, from losing in the last Rigged (for President) Election. Now they (almost all) sit back and watch me fight against a crooked and vicious foe, the Radical Left Democrats. I will NEVER FORGET!",False,False,336363,77029,2020-12-24,"I saved at least 8 Republican Senators, including Mitch, from losing in the last Rigged (for President) Election. Now they (almost all) sit back and watch me fight against a crooked and vicious foe, the Radical Left Democrats. I will NEVER FORGET!","['i', 'save', 'at', 'least', '8', 'republican', 'senators', ',', 'include', 'mitch', ',', 'from', 'lose', 'in', 'the', 'last', 'rigged', '(', 'for', 'president', ')', 'election', '.', 'now', 'they', '(', 'almost', 'all', ')', 'sit', 'back', 'and', 'watch', 'i', 'fight', 'against', 'a', 'crooked', 'and', 'vicious', 'foe', ',', 'the', 'radical', 'left', 'democrats', '.', 'i', 'will', 'never', 'forget', '!']"
413,1227,1.3404665524208968e+18,Watch @RealPNavarro NOW on the Election Fraud. @JesseBWatters  @FoxNews,False,False,153928,31798,2020-12-20,Watch NOW on the Election Fraud.,"['watch', 'now', 'on', 'the', 'election', 'fraud', '.']"
425,1246,1.3405290637992468e+18,GREATEST ELECTION FRAUD IN THE HISTORY OF OUR COUNTRY!!!,False,False,425394,86154,2020-12-20,GREATEST ELECTION FRAUD IN THE HISTORY OF OUR COUNTRY!!!,"['greatest', 'election', 'fraud', 'in', 'the', 'history', 'of', 'our', 'country', '!', '!', '!']"
426,1247,1.3428134181773926e+18,"I will not stand by and watch this travesty of a bill happen without reigning in Big Tech. End Section 230 now, before it is too late. So bad for our Country. Show courage, and do what’s right!!! https://t.co/V99lShpLCe",False,False,157532,41334,2020-12-26,"I will not stand by and watch this travesty of a bill happen without reigning in Big Tech. End Section 230 now, before it is too late. So bad for our Country. Show courage, and do what’s right!!!","['i', 'will', 'not', 'stand', 'by', 'and', 'watch', 'this', 'travesty', 'of', 'a', 'bill', 'happen', 'without', 'reign', 'in', 'big', 'tech', '.', 'end', 'section', '230', 'now', ',', 'before', 'it', 'be', 'too', 'late', '.', 'so', 'bad', 'for', 'our', 'country', '.', 'show', 'courage', ',', 'and', 'do', 'what', '’', 'right', '!', '!', '!']"
